name,university,rank,url,cit,cit_2012,hid,hid_2012,citations,papers
heidi hamm,Vanderbilt,17,https://scholar.google.com/citations?user=EEvM6-QAAAAJ&hl=en,19346,5033,67,35,438,65
Sachin Sapatnekar,University of Minnesota,73,https://scholar.google.com/citations?user=RbDCxkpnnmsC&hl=en,11857,4540,55,32,694,103
Guangya Liu,Duke University,9,https://scholar.google.com/citations?user=K4ZxcvZ2N9IC&hl=en,4843,3411,36,30,1792,266
Nur Touba,University of Texas at Austin,59,https://scholar.google.com/citations?user=O9MCt9MAAAAJ&hl=en,7688,2514,47,27,256,38
Lawrence Crum,University of Washington,60,https://scholar.google.com/citations?user=wTTV8KwAAAAJ&hl=en,18176,7180,79,48,384,57
J. Fred Read,Virginia Tech,74,https://scholar.google.com/citations?user=u4jqpigAAAAJ&hl=en,6789,1783,45,23,128,19
Jeannine Strobl,Virginia Tech,74,https://scholar.google.com/citations?user=WcRLr7gAAAAJ&hl=en,6640,1800,30,21,128,19
Deborah R. Hart,Northeastern,40,https://scholar.google.com/citations?user=W7qYJ3PNPBoC&hl=en,1930,839,22,17,101,15
Robert Astur,University of Connecticut,58,https://scholar.google.com/citations?user=nMNNa8QAAAAJ&hl=en,3256,1517,28,22,101,15
Philip E. Martin,University of Iowa,80,https://scholar.google.com/citations?user=2V7FWAMAAAAJ&hl=en,5296,2161,40,29,101,15
Ying Lu,Stanford,7,https://scholar.google.com/citations?user=9PW-tPAAAAAJ&hl=en,24950,10098,83,50,1124,167
Costas Panagopoulos,Northeastern,40,https://scholar.google.com/citations?user=MUeS_pgAAAAJ&hl=en,1948,1503,25,23,397,59
Christian Petersen,Northwestern,13,https://scholar.google.com/citations?user=Rh5orowAAAAJ&hl=en,3969,1769,14,13,74,11
Katerina Goseva Popstojanova,University of Virginia,26,https://scholar.google.com/citations?user=Zi5QsLYAAAAJ&hl=en,3553,1424,26,20,148,22
Robert Browne,Wake Forest University,27,https://scholar.google.com/citations?user=s1x_6OQAAAAJ&hl=en,2411,779,27,18,74,11
Zhongmin Dong,Southern Methodist University,63,https://scholar.google.com/citations?user=2w0ZEzcAAAAJ&hl=en,1636,754,19,13,74,11
Franz Himpsel,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=LDfBnQEAAAAJ&hl=en,34991,5630,102,36,343,51
Holger Schmidt,University of California Santa Cruz,85,https://scholar.google.com/citations?user=LaXuCz0AAAAJ&hl=en,9010,4105,47,33,881,131
Andrí© Diedrich,Vanderbilt,17,https://scholar.google.com/citations?user=PFYD8jwAAAAJ&hl=en,7297,3818,48,33,733,109
Brad R. Humphreys,University of Virginia,26,https://scholar.google.com/citations?user=_tU55R0AAAAJ&hl=en,4433,2870,32,29,733,109
Dean Corbae,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=us2iwhgAAAAJ&hl=en,2995,1214,27,17,195,29
david f katz,Duke University,9,https://scholar.google.com/citations?user=z4Q0crIAAAAJ&hl=en,10461,3035,58,26,316,47
Paul Hollenberg,University of Michigan,28,https://scholar.google.com/citations?user=20aCB7QAAAAJ&hl=en,10222,2749,57,28,316,47
Chris Howard,University of North Carolina at Chapel Hill,31,https://scholar.google.com/citations?user=5qm4AgQAAAAJ&hl=en,1582,996,13,11,121,18
Anna Sher,University of Denver,88,https://scholar.google.com/citations?user=HCPuDwwAAAAJ&hl=en,1547,845,15,14,121,18
David Lynn,Emory,21,https://scholar.google.com/citations?user=l27p4XcAAAAJ&hl=en,13440,4280,51,28,289,43
Bernhard E. Riecke,California Institute of Technology,10,https://scholar.google.com/citations?user=TiR8mnoAAAAJ&hl=en,2013,1384,25,21,504,75
CR Johnson Jr,Cornell,15,https://scholar.google.com/citations?user=ZSoU61QAAAAJ&hl=en,11405,2152,47,22,168,25
William AV Clark,"University of California, Los Angeles",23,https://scholar.google.com/citations?user=5MDX4RMAAAAJ&hl=en,13819,5336,63,38,504,75
Scott A Irwin,University of California San Diego,44,https://scholar.google.com/citations?user=0-ZmyA8AAAAJ&hl=en,4432,1967,25,20,336,50
Daniel Bonthius,University of Iowa,80,https://scholar.google.com/citations?user=l6JFRtkAAAAJ&hl=en,3490,1105,33,21,168,25
Susan J Masten,Michigan State University,83,https://scholar.google.com/citations?user=rakXvVsAAAAJ&hl=en,3125,1449,30,20,168,25
Christopher C Whalen,University of Georgia,55,https://scholar.google.com/citations?user=syZkjn8AAAAJ&hl=en,11003,3989,51,31,383,57
Chris Vulpe,University of Florida,45,https://scholar.google.com/citations?user=TEW8kS8AAAAJ&hl=en,9490,3769,44,32,430,64
John L Reno,University of Chicago,3,https://scholar.google.com/citations?user=9IRaZyIAAAAJ&hl=en,12081,5377,51,41,1384,206
Robert A. Linsenmeier,Northwestern,13,https://scholar.google.com/citations?user=TdPArcoAAAAJ&hl=en,5112,1870,37,21,262,39
Pavel Neu�_il,Northwestern,13,https://scholar.google.com/citations?user=hyJp9yIAAAAJ&hl=en,4526,1954,29,19,497,74
Philip Clarke,Clark University,81,https://scholar.google.com/citations?user=gk4AG9YAAAAJ&hl=en,5086,3234,36,29,685,102
Darrell F. Strobel,Johns Hopkins University,12,https://scholar.google.com/citations?user=dOGmviwAAAAJ&hl=en,13656,3264,64,29,732,109
George Wu,University of Chicago,3,https://scholar.google.com/citations?user=CP9PbMsAAAAJ&hl=en,4880,2487,22,20,94,14
Andrea B. Hollingshead,University of Southern California,24,https://scholar.google.com/citations?user=pHONYX0AAAAJ&hl=en,8591,3072,35,29,47,7
Helena Yli-Renko,University of Southern California,24,https://scholar.google.com/citations?user=yBVKZcQAAAAJ&hl=en,4439,2367,12,10,47,7
"David Atkinson, Ph.D.",Boston University,37,https://scholar.google.com/citations?user=DLxpKaMAAAAJ&hl=en,4228,985,37,17,94,14
Douglas Lemke,Pennsylvania State University,52,https://scholar.google.com/citations?user=2WbuDccAAAAJ&hl=en,3408,1487,24,20,47,7
Deborah S Nichols-Larsen,Ohio State University,54,https://scholar.google.com/citations?user=HIA9JsEAAAAJ&hl=en,5122,2649,24,20,94,14
MM Kerr,University of Pittsburgh,68,https://scholar.google.com/citations?user=PcCPtuUAAAAJ&hl=en,2705,502,21,11,94,14
Susan Hagness,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=s2Cl3o4AAAAJ&hl=en,29271,11996,50,41,443,66
Abdullah Konak,Pennsylvania State University,52,https://scholar.google.com/citations?user=-0oABBoAAAAJ&hl=en,3377,2482,20,16,349,52
Julio M. Ottino,Northwestern,13,https://scholar.google.com/citations?user=Y4yfcTAAAAAJ&hl=en,17035,4927,69,33,302,45
Barbara Landau,Johns Hopkins University,12,https://scholar.google.com/citations?user=tEGkCXsAAAAJ&hl=en,9425,3061,42,28,255,38
Richard La,University of Maryland College Park,65,https://scholar.google.com/citations?user=Q56BKcoAAAAJ&hl=en,3013,920,25,18,208,31
Mike West,Duke University,9,https://scholar.google.com/citations?user=TsO3JscAAAAJ&hl=en,40456,16063,79,54,369,55
Jeff Siewerdsen,Johns Hopkins University,12,https://scholar.google.com/citations?user=BczXL6oAAAAJ&hl=en,13798,7216,54,46,1610,240
Susan Stanford Friedman,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=BDHvpc4AAAAJ&hl=en,4726,1751,34,20,161,24
David Odde,University of Minnesota,73,https://scholar.google.com/citations?user=q64eZikAAAAJ&hl=en,4726,2534,39,30,322,48
Stephen Gedney,University of Denver,88,https://scholar.google.com/citations?user=JSYaWIwAAAAJ&hl=en,5897,2350,31,21,161,24
Mark Varvares,Saint Louis University,95,https://scholar.google.com/citations?user=kPYhgQQAAAAJ&hl=en,2341,1219,25,19,483,72
Allen W Heinemann,Northwestern,13,https://scholar.google.com/citations?user=BA1A8UoAAAAJ&hl=en,12175,5494,58,38,1234,184
Badie I. Morsi,University of Pittsburgh,68,https://scholar.google.com/citations?user=9_KiWpIAAAAJ&hl=en,3208,1541,29,20,114,17
Ann Stevens,Virginia Tech,74,https://scholar.google.com/citations?user=n6W087sAAAAJ&hl=en,3762,1363,28,19,114,17
Chandralekha Singh,University of Pittsburgh,68,https://scholar.google.com/citations?user=y820d7MAAAAJ&hl=en,4400,2233,34,26,704,105
Brent W. Ambrose,Pennsylvania State University,52,https://scholar.google.com/citations?user=mLbSAgwAAAAJ&hl=en,3686,1659,34,24,295,44
Richard D Law,Virginia Tech,74,https://scholar.google.com/citations?user=FBtxWz0AAAAJ&hl=en,4427,2128,36,23,295,44
Amlan Biswas,University of Florida,45,https://scholar.google.com/citations?user=iWZ7vKIAAAAJ&hl=en,6651,3525,43,30,1361,203
Yijian Huang,Emory,21,https://scholar.google.com/citations?user=RjEj9JwAAAAJ&hl=en,4908,2754,31,26,429,64
Lydia Bazzano,Tulane University,41,https://scholar.google.com/citations?user=20N4xDIAAAAJ&hl=en,11160,6553,44,38,1602,239
Sauro Succi,Harvard,2,https://scholar.google.com/citations?user=XrI0ffIAAAAJ&hl=en,22196,10323,63,45,1240,185
Michael G Bartlett,University of Georgia,55,https://scholar.google.com/citations?user=8dRznn4AAAAJ&hl=en,2992,1361,33,20,315,47
Victor Hugo Lachos Davila,University of Connecticut,58,https://scholar.google.com/citations?user=-aosoKwAAAAJ&hl=en,1653,1353,22,21,449,67
William N. Lanzilotta,University of Georgia,55,https://scholar.google.com/citations?user=3hqXvOEAAAAJ&hl=en,3651,1284,28,16,67,10
Xin Li,Columbia,5,https://scholar.google.com/citations?user=Z52Xn-kAAAAJ&hl=en,19376,12991,38,35,6090,909
Steven J. Sibener,University of Chicago,3,https://scholar.google.com/citations?user=dxUyNuoAAAAJ&hl=en,5254,1473,42,18,288,43
Andrey Garnaev,Rutgers University,70,https://scholar.google.com/citations?user=DrCebfcAAAAJ&hl=en,1923,1058,22,18,288,43
Mark Guzdial,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=iQV2L2IAAAAJ&hl=en,12368,5224,49,31,663,99
Melvin Leok,University of San Diego,93,https://scholar.google.com/citations?user=OrnhuiAAAAAJ&hl=en,2149,1312,25,19,328,49
K. John McLaughlin,Ohio State University,54,https://scholar.google.com/citations?user=TSHx8H4AAAAJ&hl=en,5029,1782,31,23,87,13
Daniel Levin,Vanderbilt,17,https://scholar.google.com/citations?user=udMfKf8AAAAJ&hl=en,6728,2550,31,20,194,29
Edward Dougherty,Texas A&M University,72,https://scholar.google.com/citations?user=DvTVkcEAAAAJ&hl=en,27062,8618,73,43,903,135
Hitinder Gurm,University of Michigan,28,https://scholar.google.com/citations?user=lW1YHDwAAAAJ&hl=en,9628,6190,47,38,1458,218
John Essigmann,Massachusetts Institute of Technology,6,https://scholar.google.com/citations?user=TqAysx4AAAAJ&hl=en,15814,4311,65,34,321,48
Jeff Volenec,Purdue University,57,https://scholar.google.com/citations?user=7oO7_jIAAAAJ&hl=en,4451,1481,41,21,107,16
David Leake,Indiana University,90,https://scholar.google.com/citations?user=CidT-JAAAAAJ&hl=en,7258,1893,45,20,321,48
Haibo Yu,Yeshiva University,96,https://scholar.google.com/citations?user=8F7IoU0AAAAJ&hl=en,2992,1766,25,21,107,16
Stephen G Walker,Stony Brook University,98,https://scholar.google.com/citations?user=1cjj38wAAAAJ&hl=en,1694,710,19,13,107,16
Patricia Daugherty,University of Iowa,80,https://scholar.google.com/citations?user=2oKql_EAAAAJ&hl=en,10167,5126,53,37,127,19
Anne Haake,University of Rochester,36,https://scholar.google.com/citations?user=d0JcWVIAAAAJ&hl=en,2100,547,21,14,147,22
Lael Jeremy Schooler,Syracuse University,64,https://scholar.google.com/citations?user=KrrdhuoAAAAJ&hl=en,4044,2170,26,23,147,22
Amit Sanyal,Syracuse University,64,https://scholar.google.com/citations?user=honLnn0AAAAJ&hl=en,1729,1322,20,17,441,66
Anne Haake,Rochester Institute of Technology,97,https://scholar.google.com/citations?user=d0JcWVIAAAAJ&hl=en,2099,548,21,14,147,22
Charis E. Kubrin,University of California Irvine,43,https://scholar.google.com/citations?user=uikZDQ4AAAAJ&hl=en,4590,3209,32,29,314,47
Benjamin Yellen,Duke University,9,https://scholar.google.com/citations?user=abH_2LwAAAAJ&hl=en,2724,1787,27,22,334,50
Joan T Richtsmeier,Pennsylvania State University,52,https://scholar.google.com/citations?user=WaK4B80AAAAJ&hl=en,6553,2831,45,28,501,75
Angela Gover,University of Denver,88,https://scholar.google.com/citations?user=GCpVxcYAAAAJ&hl=en,3094,2181,31,27,334,50
Allen Buchanan,Duke University,9,https://scholar.google.com/citations?user=0mU2xRcAAAAJ&hl=en,15329,6323,57,35,207,31
Peter Balint-Kurti,North Carolina State University,84,https://scholar.google.com/citations?user=BGUm3icAAAAJ&hl=en,4616,2266,29,22,247,37
Edward Delp,Purdue University,57,https://scholar.google.com/citations?user=qxs5pc4AAAAJ&hl=en,19571,6629,66,37,1088,163
Bong Wie,University of Iowa,80,https://scholar.google.com/citations?user=7ebfhs0AAAAJ&hl=en,6561,2960,34,23,387,58
Hisashi Kashima,Indiana University,90,https://scholar.google.com/citations?user=bkTB0t8AAAAJ&hl=en,4205,2864,28,26,507,76
Shaoming Zou,Columbia,5,https://scholar.google.com/citations?user=H6FPjyMAAAAJ&hl=en,10035,5680,32,31,1154,173
Saul Sternberg,University of Pennsylvania,8,https://scholar.google.com/citations?user=5E9oC94AAAAJ&hl=en,15871,2870,27,15,20,3
Barry Prizant,Brown University,14,https://scholar.google.com/citations?user=bNNtaeUAAAAJ&hl=en,8199,2742,40,21,20,3
Stuart L Hart,Cornell,15,https://scholar.google.com/citations?user=FDn6SdQAAAAJ&hl=en,31248,16863,37,31,80,12
Yang Sun,Rice University,16,https://scholar.google.com/citations?user=yWD8bsIAAAAJ&hl=en,2010,1398,25,23,440,66
Oskar Laur,Emory,21,https://scholar.google.com/citations?user=s2A9R0QAAAAJ&hl=en,1578,837,19,12,80,12
Menachem Brenner,New York University,30,https://scholar.google.com/citations?user=SaKVRW0AAAAJ&hl=en,7258,2290,25,17,80,12
Nikolai Otmakhov,Brandeis University,34,https://scholar.google.com/citations?user=TIP7hZsAAAAJ&hl=en,1702,725,16,12,20,3
Gerald S. Pullman,Georgia Institute of Technology,35,https://scholar.google.com/citations?user=gUxOOwMAAAAJ&hl=en,3793,1149,38,20,80,12
Elliot Anshelevich,Rensselaer Polytechnic Institut,42,https://scholar.google.com/citations?user=Qp5971IAAAAJ&hl=en,1734,897,17,15,220,33
gerald dworkin,University of California Davis,48,https://scholar.google.com/citations?user=jD4svzAAAAAJ&hl=en,6746,2433,26,15,60,9
Alan Randall,Ohio State University,54,https://scholar.google.com/citations?user=2GzI55MAAAAJ&hl=en,9505,2000,45,23,140,21
Carlos M. Carvalho,University of Texas at Austin,59,https://scholar.google.com/citations?user=zEFW3rUAAAAJ&hl=en,2822,1954,23,21,120,18
Bruce Yandle,Clemson University,67,https://scholar.google.com/citations?user=sNjh9cYAAAAJ&hl=en,3172,1128,29,17,180,27
Kiho Kim,American University,69,https://scholar.google.com/citations?user=PsUKJmkAAAAJ&hl=en,3954,1491,26,19,40,6
Joel Snodgrass,Virginia Tech,74,https://scholar.google.com/citations?user=nTiIgs0AAAAJ&hl=en,2982,1455,32,23,80,12
Subhash C. Sarin,Virginia Tech,74,https://scholar.google.com/citations?user=Sug7l3sAAAAJ&hl=en,2682,1132,30,20,160,24
William L Cron,Texas Christian University,79,https://scholar.google.com/citations?user=a76a8u8AAAAJ&hl=en,6520,2416,28,26,20,3
Gautam Pant,University of Iowa,80,https://scholar.google.com/citations?user=epo7qugAAAAJ&hl=en,2235,920,17,14,20,3
Melissa Gross,Florida State University,82,https://scholar.google.com/citations?user=AlYHPZMAAAAJ&hl=en,2201,983,23,16,220,33
John McCracken,Michigan State University,83,https://scholar.google.com/citations?user=HDonRqMAAAAJ&hl=en,3529,537,33,13,60,9
Craig E Nelson,Indiana University,90,https://scholar.google.com/citations?user=Gc5_cCEAAAAJ&hl=en,4887,1628,32,20,20,3
Diogo Bolster,University of Notre Dame,18,https://scholar.google.com/citations?user=VdruVWwAAAAJ&hl=en,2042,1823,26,23,833,125
Richard Sause,Lehigh,46,https://scholar.google.com/citations?user=F7Y-HPAAAAAJ&hl=en,6064,3687,40,33,393,59
Hee Young Lee,Yeshiva University,96,https://scholar.google.com/citations?user=qQTGg_wAAAAJ&hl=en,9631,6159,45,36,1572,236
Jaydeep Kulkarni,Purdue University,57,https://scholar.google.com/citations?user=vDF_iwUAAAAJ&hl=en,2103,1558,17,16,353,53
Jaydeep Kulkarni,University of Texas at Austin,59,https://scholar.google.com/citations?user=vDF_iwUAAAAJ&hl=en,2103,1558,17,16,353,53
Gail S. Goodman,University of California Davis,48,https://scholar.google.com/citations?user=T_pda4YAAAAJ&hl=en,15982,5368,72,41,333,50
"Edward M Schaeffer, MD PhD",Northwestern,13,https://scholar.google.com/citations?user=ipA5mhQAAAAJ&hl=en,6875,4394,37,34,2344,352
ROBERT JOYNT,University of Wisconsin Madison,50,https://scholar.google.com/citations?user=8It_6JUAAAAJ&hl=en,6649,1845,43,22,293,44
Mauro Moscucci,University of Michigan,28,https://scholar.google.com/citations?user=uLjbANMAAAAJ&hl=en,10444,4545,52,35,506,76
Jack Mostow,Carnegie Mellon University,25,https://scholar.google.com/citations?user=P0Mv6pIAAAAJ&hl=en,4505,1384,36,20,233,35
George Barnett,University of California Davis,48,https://scholar.google.com/citations?user=0Ygd8foAAAAJ&hl=en,4979,2152,40,26,233,35
Somnath Ghosh,Johns Hopkins University,12,https://scholar.google.com/citations?user=26hAyBsAAAAJ&hl=en,7492,3542,49,31,446,67
Somnath Ghosh,Ohio State University,54,https://scholar.google.com/citations?user=26hAyBsAAAAJ&hl=en,7492,3542,49,31,446,67
Somnath Ghosh,Michigan State University,83,https://scholar.google.com/citations?user=26hAyBsAAAAJ&hl=en,7492,3542,49,31,446,67
Qingshun Li,University of Miami,49,https://scholar.google.com/citations?user=ur2WSjoAAAAJ&hl=en,2078,1116,27,19,213,32
David L Woodruff,University of California Davis,48,https://scholar.google.com/citations?user=0G2t-6sAAAAJ&hl=en,4683,2134,33,24,499,75
Jamie Pardini,University of Pittsburgh,68,https://scholar.google.com/citations?user=h5AZC-EAAAAJ&hl=en,2100,1493,11,11,153,23
Sameer Sonkusale,Tufts University,29,https://scholar.google.com/citations?user=Bm8PgGkAAAAJ&hl=en,1920,1557,23,20,705,106
Carol Hall,North Carolina State University,84,https://scholar.google.com/citations?user=RnBX_4YAAAAJ&hl=en,11027,2552,57,25,419,63
Zygmunt S. Derewenda,University of Virginia,26,https://scholar.google.com/citations?user=IQ3-s54AAAAJ&hl=en,13738,3767,60,34,133,20
Dale Dannefer,Case Western Reserve University,38,https://scholar.google.com/citations?user=lGEsdpwAAAAJ&hl=en,5681,2185,28,19,133,20
Alexander L Wolf,University of California Santa Cruz,85,https://scholar.google.com/citations?user=21FXjJgAAAAJ&hl=en,16497,4030,54,25,226,34
Cameron Riviere,Carnegie Mellon University,25,https://scholar.google.com/citations?user=vIHp-sgAAAAJ&hl=en,4100,2283,38,27,432,65
"Lindsey Cohen, PhD",University of Georgia,55,https://scholar.google.com/citations?user=2lLxWtMAAAAJ&hl=en,4425,2648,35,29,299,45
Gary H. Bernstein,University of Notre Dame,18,https://scholar.google.com/citations?user=TflJLh4AAAAJ&hl=en,9671,4471,45,31,578,87
Dorry Segev,Johns Hopkins University,12,https://scholar.google.com/citations?user=4tuvgOEAAAAJ&hl=en,14235,11394,64,55,4677,704
Steven Belknap,Northwestern,13,https://scholar.google.com/citations?user=Agmz1pIAAAAJ&hl=en,3156,1379,22,19,279,42
Arun Malhotra,University of Miami,49,https://scholar.google.com/citations?user=PRQh8vUAAAAJ&hl=en,2776,815,27,15,93,14
Alberto Cuitino,Rutgers University,70,https://scholar.google.com/citations?user=u0rS4xIAAAAJ&hl=en,3743,1621,30,22,279,42
Arun Malhotra,Miami University,78,https://scholar.google.com/citations?user=PRQh8vUAAAAJ&hl=en,2782,822,27,15,93,14
X. Sharon Hu,University of Notre Dame,18,https://scholar.google.com/citations?user=tQRvus8AAAAJ&hl=en,5460,2705,37,27,724,109
